"Collection.code"	"Collected.by"	"DateCollected.Start."	"Locality.Name"	"District"	"State.Prov"	"Country"	"LocLatitude"	"LocLongitude"	"X.Species.Genus"	"Species.groups"	"SpeciesName"
"CRBA002174"	"Txasko,N."	"5/6/2004"	"Los Berrazales"	"Agaete"	"Gran Canaria"	"Canary Islands"	28.068779	-15.658864	"Dysdera"	"Western Canarian"	"paucispinosa"
"CRBA002269"	"M. Arnedo & N. Macías"	"4/12/2014"	"Degollada de Becerra"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.98973	-15.59292	"Dysdera"	"Western Canarian"	"paucispinosa"
"CRBA002270"	"M. Arnedo & N. Macías"	"4/12/2014"	"Degollada de Becerra"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.98973	-15.59292	"Dysdera"	"Western Canarian"	"paucispinosa"
"CRBA003462"	"Arnedo & Bellvert"	"14/3/2019"	"Pista de Tirma"	"Artenara"	"Gran Canaria"	"Canary Islands"	28.032133	-15.7554	"Dysdera"	"Western Canarian"	"paucispinosa"
"CRBA003522"	"Arnedo & Bellvert"	"15/3/2019"	"Degollada Cueva de la Negra. Inagua"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.932851	-15.6463	"Dysdera"	"Western Canarian"	"paucispinosa"
"NMH002748"	"M. Arnedo & N. Macías"	"4/11/2014"	"Pinar de Tamadaba"	"Artenara"	"Gran Canaria"	"Canary Islands"	28.05868	-15.68761	"Dysdera"	"Western Canarian"	"paucispinosa"
"NMH003173"	"N. Macías & S. de la Cruz"	"4/8/2015"	"Degollada Cueva de la Negra. Inagua"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.932851	-15.6463	"Dysdera"	"Western Canarian"	"paucispinosa"
"CRBA000736"	"Txasko,N."	"5/6/2004"	"Los Berrazales"	"Agaete"	"Gran Canaria"	"Canary Islands"	28.068779	-15.658864	"Dysdera"	"Western Canarian"	"paucispinosa"
"UB2573_105"	"Wunderlich"	""	"Pinar de Tamadaba"	"Agaete"	"Gran Canaria"	"Canary Islands"	28.03184	-15.67702	"Dysdera"	"Western Canarian"	"paucispinosa"
"UB2675_109"	"H. Enghoff"	"1/9/1990"	"Pinar de Pajonales"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.943295	-15.678	"Dysdera"	"Western Canarian"	"paucispinosa"
"UB3009_126 freezer"	"Arnedo Emerson & Oromí"	"2/10/1996"	"Inagua"	"Mogán"	"Gran Canaria"	"Canary Islands"	27.938683	-15.708818	"Dysdera"	"Western Canarian"	"paucispinosa"
"UB3012_126"	"Arnedo Emerson & Oromí"	"2/10/1996"	"Inagua"	"Mogán"	"Gran Canaria"	"Canary Islands"	27.938683	-15.708818	"Dysdera"	"Western Canarian"	"paucispinosa"
"UB3014_126 freezer"	"Arnedo Emerson & Oromí"	"2/10/1996"	"Degollada de Las Brujas"	"Mogán"	"Gran Canaria"	"Canary Islands"	27.94054	-15.73189	"Dysdera"	"Western Canarian"	"paucispinosa"
"CRBA001339"	"GIET"	"11/2/2001"	"Las Cancelitas"	"Confirmar Pedro"	"El Hierro"	"Canary Islands"	27.80953	-17.927239	"Dysdera"	"Western Canarian"	"orahan"
"CRBA002891"	"Arnedo, Bellvert & Rozas"	"3/23/2017"	"Ventejís. Tiñor"	"Valverde"	"El Hierro"	"Canary Islands"	27.785991	-17.937508	"Dysdera"	"Western Canarian"	"orahan"
"NMH002564"	"N. Macías"	"4/22/2013"	"Ventejís. Tiñor"	"Valverde"	"El Hierro"	"Canary Islands"	27.785991	-17.937508	"Dysdera"	"Western Canarian"	"orahan"
"NMH002565"	"N. Macías"	"4/22/2013"	"Ventejís. Tiñor"	"Valverde"	"El Hierro"	"Canary Islands"	27.785991	-17.937508	"Dysdera"	"Western Canarian"	"orahan"
"NMH002566"	"N. Macías"	"4/22/2013"	"Ventejís. Tiñor"	"Valverde"	"El Hierro"	"Canary Islands"	27.785991	-17.937508	"Dysdera"	"Western Canarian"	"orahan"
"UB3200_136"	"P. Oromí"	"2/3/1997"	"Mirador de Bascos"	"Frontera"	"El Hierro"	"Canary Islands"	27.754861	-18.118218	"Dysdera"	"Western Canarian"	"orahan"
"CRBA002890"	"Arnedo, Bellvert & Rozas"	"3/23/2017"	"Ventejís. Tiñor"	"Valverde"	"El Hierro"	"Canary Islands"	27.785991	-17.937508	"Dysdera"	"Western Canarian"	"orahan"
"NMH000010"	"GIET"	"11/2/2001"	"Las Cancelitas"	"Confirmar Pedro"	"El Hierro"	"Canary Islands"	27.80953	-17.927239	"Dysdera"	"Western Canarian"	"orahan"
"NMH000264"	"P. Oromí"	"2/3/1997"	"Mirador de Bascos"	"Frontera"	"El Hierro"	"Canary Islands"	27.754861	-18.118218	"Dysdera"	"Western Canarian"	"orahan"
"UB2785"	"P. Oromí"	"12/2/1993"	"Puntallana"	"San Sebastián"	"La Gomera"	"Canary Islands"	28.127989	-17.106447	"Dysdera"	"Western Canarian"	"orahan"
"CRBA001804"	"H. Lopez"	"9/20/2009"	"La Restinga, Playa del Veril"	"Frontera"	"El Hierro"	"Canary Islands"	27.638533	-17.987692	"Dysdera"	"Western Canarian"	"nspH_intertidal"
"CRBA002170"	"M. Naranjo"	"12/6/2013"	"Mina de los Llanetes"	"Valsequillo"	"Gran Canaria"	"Canary Islands"	27.988402	-15.478981	"Dysdera"	"Western Canarian"	"herii"
"CRBA002172"	"M. Naranjo"	"6/15/2013"	"Barranco de Tasarte, Mina del Pino Cortado"	"Mogán"	"Gran Canaria"	"Canary Islands"	27.90405	-15.77354	"Dysdera"	"Western Canarian"	"herii"
"CRBA004025"	"H. López"	"13/8/2018"	"Barranco del Draguillo"	"Ingenio"	"Gran Canaria"	"Canary Islands"	27.941568	-15.429992	"Dysdera"	"Western Canarian"	"herii"
"NMH001486"	"H. López"	"12/28/2008"	"Barranco del Draguillo"	"Ingenio"	"Gran Canaria"	"Canary Islands"	27.941568	-15.429992	"Dysdera"	"Western Canarian"	"herii"
"NMH001487"	"H. Lopez"	"12/28/2008"	"Barranco del Draguillo"	"Ingenio"	"Gran Canaria"	"Canary Islands"	27.941568	-15.429992	"Dysdera"	"Western Canarian"	"herii"
"NMH001488"	"H. López"	"12/28/2008"	"Barranco del Draguillo"	"Ingenio"	"Gran Canaria"	"Canary Islands"	27.941568	-15.429992	"Dysdera"	"Western Canarian"	"herii"
"NMH002745"	"H. López"	"4/1/2013"	"El Sao"	"Agaete"	"Gran Canaria"	"Canary Islands"	28.068764	-15.65699	"Dysdera"	"Western Canarian"	"herii"
"NMH003139"	"H. López"	"1/2/2005"	"Cueva La Luna"	"Vecindario"	"Gran Canaria"	"Canary Islands"	27.910319	-15.530057	"Dysdera"	"Western Canarian"	"herii"
"NMH003141"	"H. López"	"1/2/2002"	"Ojos de Garza (litoral)"	"Telde"	"Gran Canaria"	"Canary Islands"	27.953866	-15.376761	"Dysdera"	"Western Canarian"	"herii"
"NMH003227"	"H. López"	"9/12/2005"	"Los Majaletes"	"Ingenio"	"Gran Canaria"	"Canary Islands"	27.940161	-15.4992	"Dysdera"	"Western Canarian"	"herii"
"NMH003229"	"H. López"	"12/30/2011"	"Barranco del Draguillo"	"Ingenio"	"Gran Canaria"	"Canary Islands"	27.941568	-15.429992	"Dysdera"	"Western Canarian"	"herii"
"NMH003284"	"H. López"	"8/16/2007"	"Los Majaletes"	"Ingenio"	"Gran Canaria"	"Canary Islands"	27.940161	-15.4992	"Dysdera"	"Western Canarian"	"herii"
"NMH003291"	"H. López"	"8/16/2007"	"Barranco del Draguillo"	"Ingenio"	"Gran Canaria"	"Canary Islands"	27.941568	-15.429992	"Dysdera"	"Western Canarian"	"herii"
"NMH003292"	"H. López"	"8/16/2007"	"Barranco del Draguillo"	"Ingenio"	"Gran Canaria"	"Canary Islands"	27.941568	-15.429992	"Dysdera"	"Western Canarian"	"herii"
"NMH003298"	"H. López"	"12/26/2006"	"Barranco del Draguillo"	"Ingenio"	"Gran Canaria"	"Canary Islands"	27.941568	-15.429992	"Dysdera"	"Western Canarian"	"herii"
"NMH003299"	"H. López"	"5/3/2006"	"Los Majaletes"	"Ingenio"	"Gran Canaria"	"Canary Islands"	27.940161	-15.4992	"Dysdera"	"Western Canarian"	"herii"
"NMH003345"	"H. López"	"8/8/2015"	"Barranco del Draguillo"	"Ingenio"	"Gran Canaria"	"Canary Islands"	27.941568	-15.429993	"Dysdera"	"Western Canarian"	"herii"
"NMH003346"	"H. López"	"8/8/2015"	"Barranco del Draguillo"	"Ingenio"	"Gran Canaria"	"Canary Islands"	27.941568	-15.429993	"Dysdera"	"Western Canarian"	"herii"
"NMH003347"	"H. López"	"8/8/2015"	"Barranco del Draguillo"	"Ingenio"	"Gran Canaria"	"Canary Islands"	27.941568	-15.429993	"Dysdera"	"Western Canarian"	"herii"
"NMH003348"	"H. López"	"8/8/2015"	"Barranco del Draguillo"	"Ingenio"	"Gran Canaria"	"Canary Islands"	27.941568	-15.429993	"Dysdera"	"Western Canarian"	"herii"
"NMH003361"	"H. López"	"3/26/2016"	"Caldera de los Marteles"	"Telde"	"Gran Canaria"	"Canary Islands"	27.952243	-15.527475	"Dysdera"	"Western Canarian"	"herii"
"NMH003413"	"H. López"	"12/30/2019"	"Caldera de los Marteles"	"Telde"	"Gran Canaria"	"Canary Islands"	27.952243	-15.527475	"Dysdera"	""	"herii"
"NMH003419"	"H. López"	"8/12/2017"	"Caldera de los Marteles"	"Telde"	"Gran Canaria"	"Canary Islands"	27.952243	-15.527475	"Dysdera"	"Western Canarian"	"herii"
"NMH003421"	"H. López"	"4/19/2019"	"Barranco del Draguillo"	"Ingenio"	"Gran Canaria"	"Canary Islands"	27.941568	-15.429992	"Dysdera"	"Western Canarian"	"herii"
"NMH003423"	"H. López"	"8/12/2017"	"Barranco del Draguillo"	"Ingenio"	"Gran Canaria"	"Canary Islands"	27.941568	-15.429992	"Dysdera"	"Western Canarian"	"herii"
"NMH003425"	"H. López"	"3/26/2016"	"Caldera de los Marteles"	"Telde"	"Gran Canaria"	"Canary Islands"	27.952243	-15.527475	"Dysdera"	"Western Canarian"	"herii"
"NMH003430"	"H. López"	"8/12/2017"	"Barranco del Draguillo"	"Ingenio"	"Gran Canaria"	"Canary Islands"	27.941568	-15.429992	"Dysdera"	"Western Canarian"	"herii"
"NMH003433"	"H. López"	"26/3/2016"	"Barranco del Draguillo"	"Ingenio"	"Gran Canaria"	"Canary Islands"	27.941568	-15.429992	"Dysdera"	"Western Canarian"	"herii"
"NMH003435"	"H. López"	"23/12/2007"	"Barranco del Draguillo"	"Ingenio"	"Gran Canaria"	"Canary Islands"	27.941568	-15.429992	"Dysdera"	"Western Canarian"	"herii"
"NMH000661"	"N. Macías"	"5/16/2006"	"Cabezo del Tejo 2"	"Santa Cruz de Tenerife"	"Tenerife"	"Canary Islands"	28.56509	-16.165982	"Dysdera"	"Western Canarian"	"new_insulana"
"NMH000700"	"N. Macías"	"5/14/2006"	"Camino La Ensillada-Chamorga, Anaga"	"San Cristóbal de La Laguna"	"Tenerife"	"Canary Islands"	28.556209	-16.179828	"Dysdera"	"Western Canarian"	"new_insulana"
"NMH000701"	"M. Rezac"	"3/4/2006"	"Camino La Ensillada-Chamorga, Anaga"	"San Cristóbal de La Laguna"	"Tenerife"	"Canary Islands"	28.556209	-16.179828	"Dysdera"	"Western Canarian"	"new_insulana"
"NMH000702"	"M. Rezac"	"3/4/2006"	"Camino La Ensillada-Chamorga, Anaga"	"San Cristóbal de La Laguna"	"Tenerife"	"Canary Islands"	28.556209	-16.179828	"Dysdera"	"Western Canarian"	"new_insulana"
"NMH001213"	"N. Macías"	"4/13/2007"	"La Ensillada (Aparcamiento). Anaga"	"Santa Cruz de Tenerife"	"Tenerife"	"Canary Islands"	28.556191	-16.179817	"Dysdera"	"Western Canarian"	"new_insulana"
"NMH001214"	"N. Macías"	"4/13/2007"	"La Ensillada (Aparcamiento). Anaga"	"Santa Cruz de Tenerife"	"Tenerife"	"Canary Islands"	28.556191	-16.179817	"Dysdera"	"Western Canarian"	"new_insulana"
"NMH001215"	"N. Macías"	"4/13/2007"	"La Ensillada (Aparcamiento). Anaga"	"Santa Cruz de Tenerife"	"Tenerife"	"Canary Islands"	28.556191	-16.179817	"Dysdera"	"Western Canarian"	"new_insulana"
"CRBA002656"	"Arnedo & Bellvert"	"3/13/2017"	"Lomo de La Degollada"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.92996	-13.76865	"Dysdera"	"Eastern Canarian"	"nesiotes"
"CRBA002666"	"Arnedo & Bellvert"	"3/13/2017"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"CRBA002666"	"Arnedo & Bellvert"	"3/13/2017"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"CRBA002673"	"Arnedo & Bellvert"	"3/13/2017"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"CRBA002673"	"Arnedo & Bellvert"	"3/13/2017"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"CRBA002676"	"Arnedo & Bellvert"	"3/13/2017"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"CRBA002686"	"Arnedo & Bellvert"	"3/14/2017"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"CRBA002689"	"Arnedo & Bellvert"	"3/14/2017"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"CRBA002690"	"Arnedo & Bellvert"	"3/14/2017"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"CRBA002693"	"Arnedo & Bellvert"	"3/14/2017"	"Fuente Ovejas. Guinate"	"Haría"	"Lanzarote"	"Canary Islands"	29.184361	-13.501313	"Dysdera"	"Eastern Canarian"	"nesiotes"
"CRBA002705"	"Arnedo & Bellvert"	"3/14/2017"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"CRBA002706"	"Arnedo & Bellvert"	"3/14/2017"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000019"	"GIET"	"1/27/2003"	"Máguez"	"Haría"	"Lanzarote"	"Canary Islands"	29.15441	-13.51944	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000020"	"GIET"	"1/27/2003"	"Máguez"	"Haría"	"Lanzarote"	"Canary Islands"	29.15441	-13.51944	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000022"	"GIET"	"1/27/2003"	"Máguez"	"Haría"	"Lanzarote"	"Canary Islands"	29.15441	-13.51944	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000026"	"GIET"	"1/27/2003"	"Máguez"	"Haría"	"Lanzarote"	"Canary Islands"	29.15441	-13.51944	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000036"	"GIET"	"1/27/2003"	"Máguez"	"Haría"	"Lanzarote"	"Canary Islands"	29.15441	-13.51944	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000040"	"N. Macías"	"3/29/2004"	"Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000041"	"J. Cazorla"	"6/1/2003"	"Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.152247	-13.502376	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000047"	"H. López"	"11/30/2002"	"Femés"	"Femés"	"Lanzarote"	"Canary Islands"	28.922303	-13.765028	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000057"	"GIET"	"3/29/2004"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000058"	"GIET"	"3/29/2004"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000068"	"N. Macías"	"3/28/2004"	"Atalaya de Femés. Los Ajaches"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.91952	-13.7637	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000069"	"N. Macías"	"3/28/2004"	"Atalaya de Femés. Los Ajaches"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.91952	-13.7637	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000070"	"N. Macías"	"3/28/2004"	"Atalaya de Femés. Los Ajaches"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.91952	-13.7637	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000075"	"H. López"	"3/27/2004"	"Barranco Hondo del Valle"	"Haría"	"Lanzarote"	"Canary Islands"	29.1408	-13.4832	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000076"	"H. López"	"3/27/2004"	"Barranco Hondo del Valle"	"Haría"	"Lanzarote"	"Canary Islands"	29.1408	-13.4832	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000142"	"P. Oromí"	"1/27/2002"	"Caldera. Mña. Clara"	"Montaña Clara"	"Montaña Clara"	"Canary Islands"	29.29886	-13.5353	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000189"	"A. J. Pérez"	"11/23/2002"	"Caldera. Mña. Clara"	"Montaña Clara"	"Montaña Clara"	"Canary Islands"	29.29886	-13.5353	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000190"	"GIET"	"3/29/2004"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000192"	"GIET"	"3/29/2004"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000193"	"P. Oromí"	"2/27/2002"	"Caldera. Mña. Clara"	"Montaña Clara"	"Montaña Clara"	"Canary Islands"	29.29886	-13.5353	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000215"	"H. López"	"11/29/2002"	"Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000216"	"N. Macías"	"3/28/2004"	"Atalaya de Femés. Los Ajaches"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.91952	-13.7637	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000217"	"H. López"	"11/30/2002"	"Femés"	"Femés"	"Lanzarote"	"Canary Islands"	28.922303	-13.765028	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000220"	"H. López"	"3/27/2004"	"Barranco Hondo del Valle"	"Haría"	"Lanzarote"	"Canary Islands"	29.1408	-13.4832	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000290"	"N. Macías"	"11/29/2004"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000291"	"N. Macías"	"11/29/2004"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000292"	"N. Macías"	"11/29/2004"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000293"	"N. Macías"	"11/29/2004"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000294"	"N. Macías"	"11/29/2004"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000295"	"N. Macías"	"11/29/2004"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000296"	"N. Macías"	"11/29/2004"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000297"	"N. Macías"	"11/29/2004"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000298"	"N. Macías"	"11/29/2004"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000299"	"N. Macías"	"11/29/2004"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000300"	"N. Macías"	"11/29/2004"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000301"	"N. Macías"	"11/29/2004"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000302"	"N. Macías"	"11/29/2004"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000303"	"N. Macías"	"11/29/2004"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000304"	"N. Macías"	"11/29/2004"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000305"	"N. Macías"	"11/29/2004"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000306"	"N. Macías"	"11/29/2004"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000315"	"N. Macías"	"11/26/2004"	"Fuente Ovejas. Guinate"	"Haría"	"Lanzarote"	"Canary Islands"	29.184361	-13.501313	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000316"	"N. Macías"	"11/26/2004"	"Fuente Ovejas. Guinate"	"Haría"	"Lanzarote"	"Canary Islands"	29.184361	-13.501313	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000348"	"N. Macías"	"11/29/2004"	"Valle de Fenauco. Los Lomos"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.93287	-13.77366	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000349"	"N. Macías"	"11/29/2004"	"Valle de Fenauco. Los Lomos"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.93287	-13.77366	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000350"	"N. Macías"	"11/29/2004"	"Valle de Fenauco. Los Lomos"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.93287	-13.77366	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000351"	"N. Macías"	"11/29/2004"	"Valle de Fenauco. Los Lomos"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.93287	-13.77366	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000352"	"N. Macías"	"11/29/2004"	"Valle de Fenauco. Los Lomos"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.93287	-13.77366	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000368"	"GIET"	"12/6/2004"	"Caldera. Mña. Clara"	"Montaña Clara"	"Montaña Clara"	"Canary Islands"	29.29886	-13.5353	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000369"	"GIET"	"12/6/2004"	"Caldera. Mña. Clara"	"Montaña Clara"	"Montaña Clara"	"Canary Islands"	29.29886	-13.5353	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000370"	"GIET"	"12/6/2004"	"Caldera. Mña. Clara"	"Montaña Clara"	"Montaña Clara"	"Canary Islands"	29.29886	-13.5353	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000371"	"GIET"	"12/6/2004"	"Caldera. Mña. Clara"	"Montaña Clara"	"Montaña Clara"	"Canary Islands"	29.29886	-13.5353	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000372"	"GIET"	"12/6/2004"	"Caldera. Mña. Clara"	"Montaña Clara"	"Montaña Clara"	"Canary Islands"	29.29886	-13.5353	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000395"	"N. Macías"	"2/8/2005"	"Mirador del Río"	"Haría"	"Lanzarote"	"Canary Islands"	29.211204	-13.484156	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000396"	"N. Macías"	"2/8/2005"	"Mirador del Río"	"Haría"	"Lanzarote"	"Canary Islands"	29.211204	-13.484156	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000397"	"N. Macías"	"2/8/2005"	"Mirador del Río"	"Haría"	"Lanzarote"	"Canary Islands"	29.211204	-13.484156	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000398"	"N. Macías"	"2/8/2005"	"Mirador del Río"	"Haría"	"Lanzarote"	"Canary Islands"	29.211204	-13.484156	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000402"	"N. Macías"	"2/6/2005"	"Montaña Blanca"	"Tías"	"Lanzarote"	"Canary Islands"	28.980257	-13.638351	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000403"	"N. Macías"	"2/6/2005"	"Montaña Blanca"	"Tías"	"Lanzarote"	"Canary Islands"	28.980257	-13.638351	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000404"	"N. Macías"	"2/6/2005"	"Montaña Blanca"	"Tías"	"Lanzarote"	"Canary Islands"	28.980257	-13.638351	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000405"	"N. Macías"	"2/6/2005"	"Montaña Blanca"	"Tías"	"Lanzarote"	"Canary Islands"	28.980257	-13.638351	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000406"	"N. Macías"	"2/6/2005"	"Montaña Blanca"	"Tías"	"Lanzarote"	"Canary Islands"	28.980257	-13.638351	"Dysdera"	"Eastern Canarian"	"nesiotes"
